Var1,Var2,Var3,Var4a,Var4b,Var4c,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Ex.KLD Dryer
CBZ,30/01/2016,1,1,0,0,76.61,28.63,64.14,24.07,64.81,5.16,47.55,22.30,12.84,15.08
CJQ,25/05/2016,1,1,0,0,81.84,1.14,66.53,1.43,76.42,3.86,63.17,16.09,13.63,16
CJQ,25/05/2016,1,1,0,0,81.86,1.15,66.48,1.43,76.24,4.16,64.13,15.88,13.5,16
CJQ,25/05/2016,1,1,0,0,81.59,1.22,66.60,1.41,75.77,4.02,66.40,15.82,13.74,16
CTL,19/04/2016,1,1,0,0,82.24,0.83,66.05,1.26,78.23,2.71,49.26,18.67,12.86,15.38
CTL,19/04/2016,1,1,0,0,82.54,0.95,65.56,1.63,78.44,2.71,48.94,18.74,12.62,15.38
HIF,21/11/2015,1,1,0,0,75.98,1.08,71.07,0.93,69.71,2.12,85.44,8.46,14.12,14.29
HIF,21/11/2015,1,1,0,0,76.06,1.20,71.07,26.07,69.44,2.24,80.68,14.48,14.01,14.29
HIF,21/11/2015,1,1,0,0,76.10,1.23,69.81,23.20,68.80,2.61,78.07,16.36,13.61,14.29
HIF,21/11/2015,1,0,1,0,76.34,19.48,68.66,23.16,68.49,2.65,77.10,16.47,13.91,14.29
MTM,15/12/2015,1,1,0,0,76.99,1.55,66.16,1.96,67.85,3.68,70.00,17.92,13.94,15.1
MTM,15/12/2015,1,0,1,0,76.99,1.55,66.15,1.98,67.74,3.68,69.82,17.74,13.29,15.1
SEL,03/10/2015,1,0,0,1,78.85,1.79,66.88,1.84,70.83,3.38,72.98,18.27,12.98,15.36
SEL,03/10/2015,1,0,0,1,79.00,1.80,66.80,1.82,70.95,3.37,72.87,18.21,12.96,15.36
SEL,03/10/2015,1,0,0,1,79.08,1.78,66.76,1.78,70.97,3.40,72.65,17.99,13.37,15.36
WFF,27/05/2016,1,1,0,0,81.84,1.05,67.27,1.08,76.40,3.14,63.95,14.06,13.9,15.68
WFF,27/05/2016,1,1,0,0,81.89,1.13,66.80,1.35,76.05,4.12,65.48,14.56,13.38,15.68
WT,07/03/2016,1,1,0,0,75.60,1.58,65.62,1.51,69.94,4.26,51.17,23.92,13.23,14.89
WT,07/03/2016,1,1,0,0,75.94,1.59,65.77,1.59,70.26,4.08,50.75,23.95,13.77,14.89
YTMZ,22/03/2016,0,1,0,0,79.57,26.28,65.07,21.49,74.25,4.31,47.00,19.74,13.58,16.1
YTMZ,22/03/2016,0,0,0,1,79.70,17.12,64.90,14.06,75.30,4.34,48.27,18.49,13.57,16.1
YTMZ,22/03/2016,0,0,0,1,79.77,16.84,64.93,13.81,75.37,4.32,48.28,18.55,13.76,16.1
BER,07/07/2016,1,0,1,0,79.07,1.25,67.43,1.86,72.03,2.77,77.32,11.11,13.68,15.68
BER,07/07/2016,1,0,1,0,79.21,1.32,67.45,1.82,72.15,2.88,77.48,11.41,13.69,15.68
CBL,06/03/2016,1,1,0,0,76.21,1.64,64.78,1.61,70.14,4.36,55.95,22.51,13.74,15.33
CBL,06/03/2016,1,1,0,0,75.69,1.67,65.07,1.52,69.65,4.35,55.64,22.24,13.3,15.33
CJQ,27/05/2016,1,1,0,0,81.52,1.21,66.98,1.20,75.51,3.90,69.23,14.18,14.24,16.28
CTL,21/04/2016,1,1,0,0,83.16,0.86,64.57,1.84,78.88,2.67,48.29,18.87,12.64,16.12
CTL,21/04/2016,1,1,0,0,83.08,0.81,64.91,1.71,78.45,2.89,53.24,17.90,13.34,16.12
DS,09/11/2015,1,0,1,0,75.79,18.61,67.47,16.55,67.97,3.10,83.14,11.47,15,15.15
DS,09/11/2015,1,0,1,0,75.62,17.68,67.73,15.83,67.95,2.95,84.02,11.28,14.73,15.15
DS,09/11/2015,1,0,1,0,75.56,16.89,68.03,15.23,68.13,2.91,84.46,10.96,14.96,15.15
SEL,19/10/2015,0,1,0,0,80.22,1.05,66.13,1.22,71.96,3.28,70.84,16.28,12.45,14.93
SEL,19/10/2015,0,0,0,1,80.57,30.18,66.12,14.17,70.89,3.21,67.82,17.58,13.29,14.93
SEL,19/10/2015,0,0,0,1,80.57,30.18,66.12,14.17,70.89,3.21,67.82,17.58,12.46,14.93
SEL,19/10/2015,0,0,0,1,77.82,22.27,67.50,15.90,69.49,3.20,76.08,16.68,13.04,14.93
WFF,28/05/2016,1,1,0,0,81.95,1.19,66.33,1.42,75.69,4.89,67.00,14.89,13.66,15.66
WT,09/03/2016,1,1,0,0,76.61,1.27,66.21,1.64,71.18,3.67,49.55,24.54,13.81,14.64
WT,09/03/2016,1,1,0,0,76.78,1.27,65.93,1.79,71.89,3.75,47.90,23.61,13.12,14.64
BER,15/07/2016,1,1,0,0,80.61,1.28,66.99,1.78,73.52,3.25,75.71,12.84,13.49,14.76
BER,15/07/2016,1,1,0,0,80.22,29.04,67.02,24.30,72.92,3.32,78.29,12.37,13.71,14.76
BER,15/07/2016,1,1,0,0,80.03,26.39,66.90,22.10,72.66,3.36,78.16,11.96,13.41,14.76
CBL,06/03/2016,1,1,0,0,75.69,1.67,65.07,1.52,69.65,4.35,55.64,22.24,14.23,15.27
CBL,06/03/2016,1,1,0,0,75.59,1.67,65.14,1.50,69.60,4.32,53.29,23.10,13.23,15.27
CBZ,02/02/2016,1,1,0,0,77.59,2.35,64.27,3.03,65.37,4.83,47.02,21.97,13.75,15.29
CJQ,30/05/2016,1,1,0,0,81.94,1.17,66.94,0.86,75.85,3.59,70.00,10.36,13.87,16.44
CJQ,30/05/2016,1,1,0,0,84.21,17.98,66.92,0.87,75.85,4.23,71.40,14.07,14.17,16.44
CTL,21/04/2016,1,1,0,0,83.08,0.81,64.91,1.71,78.45,2.89,53.24,17.90,13.04,15.93
CTL,21/04/2016,1,1,0,0,82.62,1.19,64.65,1.73,77.60,3.25,48.51,18.69,12.96,15.93
DS,13/11/2015,1,1,0,0,74.48,1.14,68.57,1.94,66.82,2.20,86.62,10.42,14.19,14.95
DS,13/11/2015,1,0,1,0,74.71,1.25,68.81,1.98,67.21,2.38,86.30,10.16,14.38,14.95
HIF,11/12/2015,1,1,0,0,77.32,13.07,66.78,11.39,68.82,3.70,71.67,19.65,13.68,13.94
HIF,11/12/2015,1,0,1,0,77.32,12.21,66.79,10.64,68.69,3.65,72.26,19.01,13.37,13.94
HIF,11/12/2015,1,0,1,0,77.33,11.50,66.72,10.03,68.74,3.59,72.45,18.48,13.6,13.94
SEL,21/10/2015,1,0,0,1,77.63,22.99,67.61,16.43,69.29,3.13,76.42,16.61,13.25,15.6
SEL,21/10/2015,1,0,0,1,77.62,22.60,67.55,16.16,69.22,3.15,76.09,16.87,13.39,15.6
SEL,21/10/2015,1,0,0,1,77.60,22.24,67.54,15.91,69.13,3.17,75.83,16.96,13.18,15.6
SEL,21/10/2015,1,0,0,1,77.52,24.00,67.63,17.91,69.13,3.11,76.46,16.72,14.19,15.6
WFF,28/05/2016,1,1,0,0,81.95,1.19,66.33,1.42,75.69,4.89,67.00,14.89,14,15.62
WFF,28/05/2016,1,1,0,0,81.22,1.25,66.71,1.36,74.79,4.05,71.24,14.10,13.35,15.62
WFF,28/05/2016,1,1,0,0,81.41,1.24,66.89,1.22,75.21,4.08,70.98,13.78,12.98,15.62
WT,10/03/2016,1,1,0,0,77.05,1.16,65.78,1.88,72.26,3.57,47.05,22.78,12.8,14.67
WT,10/03/2016,1,1,0,0,77.75,1.64,66.17,1.74,73.13,3.77,48.97,21.91,12.84,14.67
WT,10/03/2016,1,1,0,0,78.42,1.86,66.19,1.58,73.79,3.84,50.76,20.18,13.25,14.67
WT,10/03/2016,1,1,0,0,79.01,2.09,65.92,1.59,74.23,3.80,52.09,19.19,13.64,14.67
WT,10/03/2016,1,1,0,0,79.34,1.98,65.90,1.54,74.43,3.74,54.68,19.13,13.52,14.67
BER,18/07/2016,0,1,0,0,79.56,1.21,66.61,1.94,71.85,3.42,78.38,10.28,13.57,14.93
BER,18/07/2016,0,1,0,0,79.48,1.28,66.65,1.87,71.52,3.34,80.06,11.61,13.86,14.93
BER,18/07/2016,0,0,0,1,78.74,13.99,66.97,12.00,71.52,3.24,77.11,12.64,13.38,14.93
BER,18/07/2016,0,0,0,1,78.77,13.83,67.02,11.87,71.55,3.24,77.29,12.67,14.12,14.93
CBL,08/03/2016,1,1,0,0,75.38,1.66,65.29,1.45,69.50,4.25,48.57,24.04,12.84,15.34
CBL,08/03/2016,1,1,0,0,75.82,1.55,65.75,1.56,70.32,4.20,49.10,24.58,13.28,15.34
CBZ,02/02/2016,1,1,0,0,77.58,2.26,64.53,2.80,65.38,4.69,47.35,21.68,14,15.12
CJQ,01/06/2016,0,1,0,0,84.99,21.97,67.30,1.25,75.13,4.04,76.71,15.95,13.86,16.33
CJQ,01/06/2016,0,1,0,0,84.04,18.01,67.27,1.37,75.39,4.07,75.81,14.38,13.8,16.33
CJQ,01/06/2016,0,1,0,0,83.39,15.64,66.99,1.47,75.15,3.82,74.86,14.09,13.53,16.33
CJQ,01/06/2016,0,0,1,0,82.64,24.72,67.11,17.98,75.10,3.72,75.12,14.28,14,16.33
CTL,22/04/2016,1,1,0,0,82.35,1.23,64.68,1.67,76.96,3.32,48.62,18.60,12.46,15.84
CTL,22/04/2016,1,1,0,0,82.41,30.73,64.61,24.14,77.43,3.31,47.62,17.44,12.9,15.84
CTL,22/04/2016,1,1,0,0,82.36,28.02,64.70,22.06,77.36,3.42,48.24,17.65,12.76,15.84
DS,13/11/2015,0,0,1,0,74.88,1.30,69.12,2.11,67.47,2.45,86.01,10.02,13.97,14.9
DS,13/11/2015,0,0,0,1,75.57,14.52,68.74,17.73,67.91,2.61,81.29,14.68,13.71,14.9
DS,13/11/2015,0,0,0,1,75.57,14.52,68.74,17.73,67.91,2.61,81.29,14.68,14.17,14.9
HIF,17/12/2015,1,1,0,0,77.27,1.77,66.98,1.18,68.71,3.00,71.64,15.84,13.48,13.68
HIF,17/12/2015,1,1,0,0,77.33,1.61,66.71,1.43,68.84,3.00,72.40,15.22,13.36,13.68
HIF,17/12/2015,1,1,0,0,76.81,1.51,66.32,1.64,68.34,3.43,70.99,15.18,14.62,13.68
SEL,27/11/2015,1,1,0,0,76.56,28.56,67.82,25.36,68.02,2.74,76.68,17.48,14.18,15.56
SEL,27/11/2015,1,1,0,0,76.56,28.56,67.82,25.36,68.02,2.74,76.68,17.48,13.99,15.56
SEL,27/11/2015,1,1,0,0,76.56,28.56,67.82,25.36,68.02,2.74,76.68,17.48,13.87,15.56
WFF,28/05/2016,1,1,0,0,81.58,1.27,66.82,1.15,75.32,3.86,70.62,12.38,13.23,15.72
WFF,28/05/2016,1,1,0,0,83.01,14.03,66.83,1.10,75.42,4.19,71.33,14.08,13.56,15.72
WT,12/03/2016,1,1,0,0,80.43,1.38,65.86,1.34,75.29,3.42,58.73,16.63,13.45,14.49
BER,19/08/2016,1,0,1,0,79.34,1.08,66.54,1.70,72.36,3.21,73.54,13.25,13.79,14.93
BER,19/08/2016,1,0,1,0,79.30,18.95,66.62,15.98,72.28,3.06,73.84,12.63,13.85,14.93
CBL,09/03/2016,1,1,0,0,76.61,1.27,66.21,1.64,71.18,3.67,49.55,24.54,14.3,15.29
CBL,09/03/2016,1,1,0,0,76.78,1.27,65.93,1.79,71.89,3.75,47.90,23.61,13.77,15.29
CBZ,04/02/2016,1,1,0,0,77.56,2.07,65.05,2.15,65.40,4.39,48.00,21.07,13.9,15.2
CBZ,04/02/2016,1,1,0,0,77.53,1.99,64.90,2.20,65.69,4.49,49.62,20.79,13.62,15.2
CJQ,02/06/2016,1,1,0,0,81.69,23.22,67.14,19.11,74.99,3.42,75.25,13.43,13.98,16.28
CJQ,02/06/2016,1,0,1,0,81.51,21.81,67.15,17.99,74.83,3.46,76.57,13.49,14.05,16.28
DS,21/11/2015,1,0,0,1,76.34,19.48,68.66,23.16,68.49,2.65,77.10,16.47,14.2,14.99
DS,21/11/2015,1,0,0,1,76.57,18.67,68.45,22.14,68.67,2.74,76.72,16.10,13.69,14.99
DS,21/11/2015,1,0,0,1,76.78,17.96,68.30,21.24,68.99,2.89,76.53,15.93,14.03,14.99
HIF,19/12/2015,1,1,0,0,76.50,1.21,65.89,1.76,68.09,3.66,70.56,14.70,13.23,13.81
HIF,19/12/2015,1,1,0,0,76.63,1.32,65.93,1.86,67.80,3.68,70.05,15.14,13.6,13.81
WFF,28/05/2016,1,1,0,0,83.01,14.03,66.83,1.10,75.42,4.19,71.33,14.08,13.12,15.67
WFF,28/05/2016,1,1,0,0,82.64,11.89,67.01,1.27,75.35,3.95,72.84,13.52,13.23,15.67
WFF,28/05/2016,1,0,1,0,82.49,11.13,66.91,1.32,75.24,3.84,72.74,13.43,13.5,15.67
WFF,28/05/2016,1,0,1,0,82.38,22.21,66.88,16.17,75.29,3.75,72.45,13.30,13.35,15.67
WT,13/03/2016,1,1,0,0,80.62,1.34,65.59,1.41,75.30,3.54,59.32,15.99,13.23,15.02
BER,27/08/2016,1,1,0,0,79.44,33.04,67.90,28.29,72.14,2.54,78.29,11.07,14.44,14.81
BER,27/08/2016,1,1,0,0,79.46,29.62,67.37,25.18,72.12,2.37,78.51,10.35,13.98,14.81
CBZ,04/02/2016,1,1,0,0,77.53,1.99,64.90,2.20,65.69,4.49,49.62,20.79,13.35,15.2
CBZ,04/02/2016,1,1,0,0,77.52,1.99,65.18,2.08,66.15,4.36,54.16,21.76,13.42,15.2
CJQ,04/06/2016,1,1,0,0,81.21,23.09,67.14,19.10,74.38,3.47,78.06,13.96,14.09,16.44
CJQ,04/06/2016,1,0,1,0,81.19,21.73,67.01,17.95,74.17,3.53,78.30,13.82,13.83,16.44
CJQ,04/06/2016,1,0,1,0,80.99,26.46,66.82,21.85,73.81,3.44,78.17,13.03,13.88,16.44
DS,09/12/2015,1,1,0,0,78.76,0.81,66.81,1.43,71.37,2.83,73.76,12.69,14.72,15.01
DS,09/12/2015,1,1,0,0,77.89,1.46,67.00,1.23,70.15,3.62,78.03,12.62,14.25,15.01
DS,09/12/2015,1,1,0,0,77.81,1.41,67.02,1.61,70.01,3.36,77.01,14.07,13.88,15.01
HIF,22/12/2015,1,1,0,0,76.95,1.62,65.69,2.21,66.68,3.67,68.48,17.21,13.6,13.99
HIF,22/12/2015,1,1,0,0,77.03,1.78,65.76,2.14,66.37,3.63,66.43,17.42,13.45,13.99
HIF,22/12/2015,1,1,0,0,76.32,1.82,65.70,1.96,67.34,3.99,67.44,17.38,14.1,13.99
HIF,22/12/2015,1,1,0,0,75.94,1.79,65.64,1.93,66.75,3.91,68.44,17.06,13.74,13.99
HIF,22/12/2015,1,0,1,0,75.87,1.77,65.39,2.17,66.49,4.10,67.37,17.32,13.01,13.99
SEL,03/12/2015,0,0,0,1,77.29,8.65,66.42,7.56,68.47,3.82,71.00,17.38,13.87,15.19
SEL,03/12/2015,0,0,0,1,77.06,8.16,66.33,7.14,68.51,3.85,70.77,17.38,13.58,15.19
SEL,03/12/2015,0,0,0,1,76.84,7.75,66.24,6.79,68.18,3.92,70.78,17.24,13.52,15.19
WFF,29/05/2016,1,0,1,0,82.43,23.36,66.95,16.99,75.24,3.60,73.06,12.98,13.99,15.6
WFF,29/05/2016,1,0,1,0,82.42,22.22,66.99,16.19,75.32,3.60,73.00,13.06,13.54,15.6
WFF,29/05/2016,1,0,1,0,82.30,21.22,67.07,15.51,75.13,3.64,74.22,13.58,13.45,15.6
WM,21/09/2016,1,1,0,0,77.48,0.86,66.92,1.44,69.95,2.54,78.05,10.02,13.71,15.05
WM,21/09/2016,1,1,0,0,77.51,0.87,66.88,1.37,69.84,2.31,78.84,9.85,13.66,15.05
WM,21/09/2016,1,1,0,0,77.48,0.88,66.98,1.27,69.83,2.39,79.05,9.49,13.86,15.05
WT,17/03/2016,1,1,0,0,80.79,1.52,65.37,1.49,75.08,3.76,60.02,17.06,13.2,15.12
WT,17/03/2016,1,1,0,0,80.28,1.89,65.07,1.52,74.61,4.19,54.83,17.34,13.91,15.12
BER,27/08/2016,1,1,0,0,79.46,29.62,67.37,25.18,72.12,2.37,78.51,10.35,14.64,14.48
BER,27/08/2016,1,1,0,0,79.27,26.96,67.20,22.94,71.87,2.39,78.89,10.61,14.4,14.48
CBZ,05/02/2016,1,1,0,0,77.49,1.96,65.25,2.04,66.52,4.30,57.24,21.45,13.76,15.19
CJQ,06/06/2016,1,0,1,0,80.88,21.90,66.94,18.14,73.60,3.49,79.47,12.74,14.26,16.35
CJQ,06/06/2016,1,0,1,0,80.75,20.84,67.02,17.31,73.54,3.48,78.95,12.83,13.75,16.35
CJQ,06/06/2016,1,0,1,0,80.67,19.13,67.11,15.93,73.57,3.46,78.42,12.98,13.65,16.35
DS,10/12/2015,1,1,0,0,77.52,1.45,67.15,1.64,69.87,3.45,78.35,14.63,14.13,14.88
DS,10/12/2015,1,1,0,0,77.64,15.59,67.22,13.53,70.38,3.24,75.09,16.65,13.92,14.88
DS,10/12/2015,1,1,0,0,77.60,14.18,66.95,12.32,69.71,3.68,73.74,18.25,14.52,14.88
DS,10/12/2015,1,0,1,0,77.50,11.53,66.81,10.03,69.12,3.71,72.52,18.49,14.18,14.88
WT,18/03/2016,1,1,0,0,79.76,2.07,64.90,1.70,74.31,4.55,50.38,16.06,13.78,15.04
BER,30/08/2016,0,1,0,0,79.07,0.97,66.38,2.12,71.46,2.07,79.79,9.82,14.11,14.42
BER,30/08/2016,0,0,0,1,77.97,14.12,66.70,11.93,70.99,2.98,74.93,13.33,14.55,14.42
BER,30/08/2016,0,0,0,1,77.93,13.82,66.74,11.68,70.92,2.97,75.18,13.19,14.51,14.42
CJQ,14/06/2016,0,1,0,0,80.10,1.05,67.14,1.40,73.27,3.37,75.32,12.37,14.05,16.43
CJQ,14/06/2016,0,0,1,0,79.78,1.23,67.25,1.27,73.06,3.07,77.77,12.31,14.09,16.43
WM,22/09/2016,1,1,0,0,78.32,1.30,67.17,1.29,71.25,2.77,78.31,10.37,14.65,15.45
WM,22/09/2016,1,0,1,0,78.50,1.35,67.16,1.27,71.45,2.85,78.05,11.16,14.21,15.45
WM,22/09/2016,1,0,1,0,78.58,1.33,67.03,1.36,71.46,2.89,77.34,11.59,13.89,15.45
WT,19/03/2016,1,1,0,0,79.26,12.21,65.03,10.03,74.24,4.33,43.86,12.37,13.61,15
WT,19/03/2016,1,1,0,0,79.37,10.04,65.41,8.34,74.63,3.97,44.68,13.67,13.77,15
WT,19/03/2016,1,1,0,0,79.62,8.76,65.39,7.26,75.10,3.76,46.56,16.02,13.78,15
BER,22/09/2016,1,1,0,0,77.76,0.86,66.29,1.33,70.40,2.75,75.48,11.22,14.22,15.82
BER,22/09/2016,1,1,0,0,77.66,0.88,66.55,1.29,70.01,2.33,77.95,10.60,14.22,15.82
CBZ,07/02/2016,1,1,0,0,78.72,1.37,66.35,1.49,70.02,3.28,63.64,17.54,13.5,15.26
CJQ,21/06/2016,1,1,0,0,79.74,1.00,67.86,0.99,71.81,2.60,87.43,8.42,14.59,16.16
CJQ,21/06/2016,1,1,0,0,79.48,1.07,67.73,0.95,71.62,2.54,87.10,8.86,13.96,16.16
CJQ,21/06/2016,1,1,0,0,79.22,1.15,67.76,1.04,71.81,2.34,86.32,8.26,14.06,16.16
WFF,18/08/2016,0,1,0,0,79.27,1.37,66.07,1.25,71.81,3.45,73.67,13.17,13.96,15.56
WFF,18/08/2016,0,0,0,1,78.47,15.92,66.67,13.45,71.47,3.10,74.63,13.18,13.04,15.56
WFF,18/08/2016,0,0,0,1,78.44,15.69,66.65,13.25,71.43,3.08,74.52,13.11,13.37,15.56
WFF,18/08/2016,0,0,0,1,78.42,13.72,66.73,11.62,71.35,3.05,75.14,12.82,13.56,15.56
WM,27/09/2016,1,1,0,0,79.12,1.20,66.63,1.43,71.84,3.09,75.24,13.27,13.26,14.87
WM,27/09/2016,1,0,1,0,78.95,26.13,66.31,21.97,71.72,3.31,71.82,15.01,13.43,14.87
WM,27/09/2016,1,0,1,0,78.90,24.82,66.11,20.83,71.68,3.34,70.94,15.26,13.71,14.87
WT,19/03/2016,1,1,0,0,79.95,7.91,65.46,6.53,75.50,3.62,47.37,16.42,14.05,15.08
WT,19/03/2016,1,1,0,0,80.04,7.26,65.34,5.98,75.30,3.68,47.05,17.21,13.68,15.08
WT,19/03/2016,1,0,1,0,79.49,22.05,65.21,18.09,74.39,4.19,46.13,17.75,13.69,15.08
WT,19/03/2016,1,0,1,0,79.12,20.83,65.16,17.14,73.99,4.41,45.36,18.15,13.43,15.08
BER,23/09/2016,0,1,0,0,78.61,1.37,67.29,1.21,71.60,2.84,78.42,11.11,14.09,14.43
BER,23/09/2016,0,0,1,0,78.68,1.34,67.13,1.33,71.60,2.89,77.57,11.61,13.61,14.43
BER,23/09/2016,0,0,0,1,77.90,19.41,66.38,16.56,71.01,3.54,68.99,16.39,13.46,14.43
BER,23/09/2016,0,0,0,1,77.78,19.05,66.36,16.27,70.96,3.57,68.43,16.60,13.24,14.43
CBZ,08/02/2016,1,1,0,0,78.09,1.97,64.64,1.82,68.95,3.60,58.21,18.54,13.56,15.4
CBZ,08/02/2016,1,1,0,0,76.05,2.41,64.79,1.66,68.89,3.77,53.42,16.32,13.07,15.4
CJQ,22/06/2016,0,1,0,0,78.94,1.10,67.55,1.22,71.71,2.55,84.49,9.20,13.55,16.05
CJQ,22/06/2016,0,1,0,0,78.38,1.21,68.32,1.80,71.82,2.67,82.63,10.12,13.58,16.05
WFF,04/11/2016,1,1,0,0,75.48,1.94,66.27,1.88,69.48,4.50,54.05,14.13,14.54,15.77
WM,01/10/2016,1,1,0,0,78.26,31.32,65.42,26.20,71.12,3.53,66.70,15.60,13.29,14.86
WT,21/03/2016,0,0,1,0,78.91,21.19,65.42,17.57,73.83,4.35,46.67,20.04,13.92,15.1
WT,21/03/2016,0,0,0,1,79.69,16.81,64.95,13.82,75.31,4.30,48.20,18.40,13.29,15.1
WT,21/03/2016,0,0,0,1,79.77,16.55,64.97,13.59,75.37,4.28,48.21,18.46,13.53,15.1
BER,18/10/2016,0,1,0,0,74.71,1.53,66.18,1.38,69.10,4.11,52.76,14.35,13.31,13.66
BER,18/10/2016,0,0,0,1,74.83,12.21,66.24,10.80,68.75,4.20,54.60,16.93,13.38,13.66
BER,18/10/2016,0,0,0,1,74.88,11.99,66.29,10.61,68.79,4.18,54.88,16.98,13.6,13.66
CBZ,08/02/2016,1,1,0,0,78.09,1.97,64.64,1.82,68.95,3.60,58.21,18.54,13.86,15.36
CJQ,24/06/2016,1,1,0,0,78.15,1.16,68.56,1.98,71.82,2.84,81.38,10.56,14.22,15.97
CJQ,24/06/2016,1,1,0,0,78.01,1.13,68.87,1.99,71.56,2.74,82.74,10.27,14.34,15.97
WM,05/10/2016,1,1,0,0,78.53,0.75,64.67,1.32,71.38,3.55,63.90,15.45,13.53,14.56
WT,16/04/2016,1,1,0,0,81.95,1.00,65.25,1.68,77.23,3.20,48.33,18.78,13.52,15.07
WT,16/04/2016,1,1,0,0,82.01,0.95,65.41,1.59,77.29,3.05,48.75,18.99,14,15.07
WT,16/04/2016,1,1,0,0,82.06,0.94,65.57,1.57,77.63,3.06,48.70,18.74,13.46,15.07
BER,11/11/2016,0,1,0,0,76.93,1.96,67.46,0.91,70.05,3.90,64.21,17.38,13.82,14.46
BER,11/11/2016,0,0,1,0,77.56,1.75,67.22,1.12,70.29,3.73,65.57,17.11,13.88,14.46
BER,11/11/2016,0,0,1,0,77.50,8.11,67.16,6.97,70.01,3.79,65.04,17.24,13.37,14.46
CBZ,09/02/2016,1,1,0,0,76.14,2.24,64.38,1.82,68.12,3.59,52.33,16.73,13.05,15.13
CJQ,28/06/2016,1,1,0,0,78.10,1.11,69.85,1.33,71.37,2.56,85.59,8.28,13.75,15.89
CJQ,28/06/2016,1,1,0,0,78.20,1.13,69.68,1.39,71.40,2.83,84.92,8.64,14,15.89
WM,05/10/2016,1,1,0,0,78.09,0.93,64.70,1.34,71.44,3.46,60.90,15.93,13.37,14.57
WT,16/04/2016,1,1,0,0,82.25,1.02,65.40,1.66,77.84,3.03,48.63,18.76,13.21,15.07
WT,16/04/2016,1,1,0,0,82.35,1.02,65.38,1.64,77.86,3.03,50.00,18.62,13.58,15.07
BER,18/11/2016,0,1,0,0,76.38,11.73,66.35,10.21,67.67,4.07,59.27,18.07,13.59,14.46
BER,18/11/2016,0,0,0,1,77.57,16.42,65.88,14.14,66.32,4.66,61.76,22.24,13.01,14.46
CBZ,10/02/2016,1,1,0,0,74.74,1.62,65.06,1.48,68.76,3.84,49.10,13.95,13.1,15.23
CJQ,01/07/2016,1,1,0,0,78.94,1.45,68.53,1.90,72.01,3.59,80.10,10.81,13.35,15.92
CJQ,01/07/2016,1,1,0,0,78.85,28.55,68.98,25.01,72.34,3.17,81.44,10.34,14.26,15.92
CJQ,01/07/2016,1,1,0,0,78.95,26.03,68.62,22.68,72.24,3.05,81.34,10.36,13.27,15.92
WM,06/10/2016,1,1,0,0,77.65,0.89,64.73,1.36,71.50,3.36,57.90,15.84,13,14.43
WM,06/10/2016,1,1,0,0,77.43,1.09,64.84,1.57,71.32,3.57,58.98,16.25,12.93,14.43
WT,18/04/2016,1,1,0,0,82.47,1.00,65.32,1.71,78.09,2.90,51.00,18.73,13.67,15.12
WT,18/04/2016,1,1,0,0,82.34,1.09,65.12,1.76,77.73,3.07,49.01,18.91,12.95,15.12
WM,06/10/2016,0,1,0,0,77.43,1.09,64.84,1.57,71.32,3.57,58.98,16.25,13.01,14.47
WM,06/10/2016,0,1,0,0,77.63,1.02,65.32,1.71,71.48,3.49,61.37,16.34,12.69,14.47
WT,22/04/2016,1,1,0,0,82.35,1.23,64.68,1.67,76.96,3.32,48.62,18.60,13.15,15.16
WT,22/04/2016,1,1,0,0,82.41,30.73,64.61,24.14,77.43,3.31,47.62,17.44,13.31,15.16
WT,22/04/2016,1,1,0,0,82.36,28.02,64.70,22.06,77.36,3.42,48.24,17.65,13.81,15.16
BER,12/12/2016,1,0,0,1,79.72,2.56,65.32,1.52,65.86,4.89,66.91,21.59,14.03,14.11
BER,12/12/2016,1,0,0,1,79.76,2.49,65.33,1.49,65.79,4.89,66.72,21.59,13.76,14.11
BER,12/12/2016,1,0,0,1,79.77,2.44,65.39,1.47,65.73,4.91,66.77,21.45,14.17,14.11
BER,12/12/2016,1,0,0,1,79.74,2.39,65.40,1.45,65.62,4.94,66.45,21.41,13.57,14.11
CBZ,11/02/2016,1,1,0,0,74.60,1.71,64.96,1.53,69.21,3.90,50.50,12.82,13.55,15.07
CBZ,11/02/2016,1,1,0,0,74.34,1.57,64.97,1.64,69.04,3.89,51.25,14.42,13.28,15.07
WT,23/04/2016,1,1,0,0,82.05,27.92,64.65,22.04,76.88,3.64,45.03,17.48,13.19,15.13
WT,23/04/2016,1,1,0,0,81.90,25.77,64.65,20.38,76.74,3.81,44.82,17.38,13.26,15.13
CBZ,12/02/2016,1,1,0,0,74.21,1.35,64.76,1.74,68.85,3.90,52.62,15.20,13.31,15.11
CBZ,12/02/2016,1,1,0,0,73.73,27.51,64.70,24.16,67.94,4.24,55.44,18.02,14.01,15.11
CJQ,08/07/2016,1,1,0,0,79.05,0.98,67.46,1.61,71.39,2.34,81.88,7.85,13.4,15.77
CJQ,08/07/2016,1,1,0,0,78.52,1.04,67.50,1.95,71.33,2.36,78.95,10.18,13.75,15.77
WM,07/10/2016,1,0,1,0,77.90,1.71,66.38,1.93,71.07,3.67,68.66,16.54,13.93,14.56
WM,07/10/2016,1,0,1,0,77.51,19.19,66.37,16.45,70.70,3.82,66.22,16.92,13.66,14.56
WM,07/10/2016,1,0,1,0,77.23,18.38,66.33,15.80,70.54,3.88,65.14,17.12,13.38,14.56
